ID,SpinCrossoverEnergy,HomoLumoGap,IsSpinCrossover,TransitionMetal
CEHZIZ,-1.9417,3.3579,False,Mn
CERWOL,4.2633,3.2876,False,Mn
CETDAG,0.2336,1.0169,True,Mn
CEVFEO,2.6963,3.5206,False,Mn
CEVHEQ,2.0579,3.4757,False,Mn
CGLYMN,-2.1298,3.9453,False,Mn
CICHEC,-1.8549,2.1177,False,Mn
CIMGOU,2.3361,3.6057,False,Mn
CIMXUS,1.7302,3.5944,False,Mn
CPMNCO01,2.2705,3.9596,False,Mn
CPMNCO02,2.2743,3.9608,False,Mn
CPMNCO03,2.2717,3.9586,False,Mn
CPMNCO04,2.2723,3.9549,False,Mn
CPMNCO05,2.2712,3.9585,False,Mn
DAMXUL,-2.0397,3.4061,False,Mn
DAPBUR,-1.2568,3.1387,False,Mn
DAXPEY,2.7445,3.5067,False,Mn
DEYBOA,-1.0524,0.6747,False,Mn
DOPCOA,-0.1371,1.7798,True,Mn
DOWBEX,2.2513,3.8844,False,Mn
DUJXEM,-1.6610,1.6674,False,Mn
DURMEK,-1.5701,3.2049,False,Mn
EBENOP,2.1915,3.1067,False,Mn
EHIBEC,-2.3321,3.9349,False,Mn
ELIQEW,-2.2201,3.4030,False,Mn
EREYEG,-1.1822,0.9823,False,Mn
ETOROV,-1.1434,1.6371,False,Mn
EXONIO,-1.3955,0.9124,False,Mn
EYOTOB,-0.9753,1.1449,False,Mn
FAKXOE,1.7692,1.8111,False,Mn
FEYTIN,-1.7669,1.7362,False,Mn
FIKCEJ,-0.8486,0.4664,False,Mn
FOHFEP,-1.6673,2.2315,False,Mn
FOKNUO,2.7601,3.5627,False,Mn
FUGNAX,-2.0374,1.9473,False,Mn
FUPDUQ,2.6172,2.5179,False,Mn
GACCIW,-1.6699,2.2699,False,Mn
GAMFUV,-1.0810,0.4234,False,Mn
GEGMAI,2.7008,3.3176,False,Mn
GEQWOO,-1.4451,1.8236,False,Mn
GEVKAW,-1.3928,2.2438,False,Mn
GOJYAH,-1.7722,3.1382,False,Mn
GOMREH,3.4579,2.7683,False,Mn
GOTCAW,2.9112,3.2835,False,Mn
GOXXEW,-1.8868,2.3308,False,Mn
HEDWIZ,-1.6434,2.4219,False,Mn
HEVKOL,2.0701,2.8887,False,Mn
HIJPEV,2.6835,2.7755,False,Mn
HIKZEH,2.3937,2.6357,False,Mn
HILKIX,11.2219,0.3120,False,Mn
HIVDAU,3.2573,3.7567,False,Mn
HIVFEA,3.3662,3.1714,False,Mn
HIVFEA01,3.3679,3.1715,False,Mn
HIYXOC,-0.0668,0.5987,True,Mn
HOLTEH,-1.7900,2.0332,False,Mn
HUCNUP,-1.5989,1.2435,False,Mn
HUDRUU,-1.3734,1.6599,False,Mn
ICPNMN,1.8332,2.0042,False,Mn
IDULOJ,-0.5316,0.4681,False,Mn
IFEWUN,3.0152,2.7567,False,Mn
IKEZAA,-1.3541,0.4396,False,Mn
IYOBAZ,-1.7845,1.4831,False,Mn
IYOBAZ01,-1.7622,1.4809,False,Mn
JAFVOB,-1.2784,1.6781,False,Mn
JAHBID,-0.4056,1.8747,False,Mn
JAHBID10,-0.4056,1.8747,False,Mn
JAXWIP,-2.0173,3.1700,False,Mn
JIWTIS,3.7842,3.1631,False,Mn
KIWQAJ,-2.1031,3.2756,False,Mn
LAMWUR,3.5103,3.1703,False,Mn
LAPWUU,-0.0451,0.0313,True,Mn
LEDZUP,-2.0499,3.5842,False,Mn
LEFYAX,-1.9942,1.6547,False,Mn
LELXOS,-0.8964,0.4124,False,Mn
LEXKEE,0.3813,0.6053,True,Mn
LEZBUP,-2.0852,1.9575,False,Mn
LOZHAL,-1.8182,3.0686,False,Mn
LOZMAQ,-0.6459,2.1716,False,Mn
LUPROD,-1.3282,2.8536,False,Mn
LUPROD01,-1.1957,2.8123,False,Mn
LUZJEV,-1.6378,1.5041,False,Mn
MACHII01,-0.8416,2.3786,False,Mn
MALCDB,-1.6837,2.3424,False,Mn
MAYKAZ,2.2039,2.1423,False,Mn
MEGSOG,2.1046,3.8303,False,Mn
METGEX,-2.3811,3.6920,False,Mn
MILNOK01,2.6293,3.5290,False,Mn
MIRFID,-1.3659,1.2830,False,Mn
MNACAC,-0.9710,1.0946,False,Mn
MNGLUD,-2.0922,3.4700,False,Mn
MOHSIL,-1.1536,1.7261,False,Mn
NAFVEY,-1.6868,2.5340,False,Mn
NAKXUT,2.2838,2.7954,False,Mn
NALGEP,-1.9259,2.4468,False,Mn
NAQQAY,2.0573,0.8938,False,Mn
NEPTAF,-1.1785,1.9045,False,Mn
NILMIG,-0.7614,0.7178,False,Mn
NOTBAZ,-1.8691,3.4049,False,Mn
NUCCUK,-0.7979,2.6975,False,Mn
NUSBAE,0.7663,0.1819,False,Mn
NUZYOY,-1.0093,2.1116,False,Mn
ODIWII,-1.7895,3.1541,False,Mn
OGIPOJ,-0.6720,0.5091,False,Mn
OGIPOJ01,-0.6810,0.4859,False,Mn
OJABEI,3.0855,3.7866,False,Mn
OKIHIB,-0.4954,0.4345,False,Mn
OPOMAJ,-1.3289,0.5186,False,Mn
OQUDAG,1.8501,2.4546,False,Mn
OZUYEO,2.6525,3.6564,False,Mn
PANWEI,-2.7976,1.9292,False,Mn
PAYPOU,3.6949,3.2303,False,Mn
PAYPUA,3.5174,2.9594,False,Mn
PEHBEL01,3.1151,3.5516,False,Mn
PEHCEM,2.1152,3.9759,False,Mn
PEHCIQ,3.1990,3.9286,False,Mn
PEHDEN,3.1967,3.9369,False,Mn
PEKRAY,-1.9184,2.9515,False,Mn
PENHIC,-1.2439,1.6751,False,Mn
PEQMAC,-2.0978,1.5951,False,Mn
PEYKUA,-1.1120,0.5128,False,Mn
PIWKEN,-1.9713,3.8350,False,Mn
PNMNCP,5.3116,1.3206,False,Mn
PNMNCP10,5.2987,1.3235,False,Mn
POGPUZ,-1.9611,2.0030,False,Mn
PUJBAX,-1.4580,1.6331,False,Mn
QECRUO,0.2261,0.1328,True,Mn
QETLAC,-1.4646,3.1097,False,Mn
QIFDAK,2.7239,3.5714,False,Mn
QIFDIS,2.1254,2.7843,False,Mn
QIHQUT,-0.8533,0.3898,False,Mn
QODVEK,3.3295,2.8710,False,Mn
QOYGUG,10.9250,0.7238,False,Mn
QUMDUZ,-1.7607,1.3900,False,Mn
RAKWEF,-1.6482,2.3555,False,Mn
REVJOR,2.9144,3.0494,False,Mn
REVKEK,-1.1571,0.7346,False,Mn
REVKIO,-1.0160,0.5093,False,Mn
RIHQEG,-1.4960,1.4508,False,Mn
RUCZEW,-2.0796,1.2297,False,Mn
RUPXAC,-2.0960,2.8215,False,Mn
RUPXAC01,-2.0982,2.7964,False,Mn
SAGZAB,2.7768,2.5538,False,Mn
SILYOC,3.4551,2.9042,False,Mn
SIWPAQ,-2.0097,3.4124,False,Mn
SOQVEA,-1.9168,2.6417,False,Mn
SOQVOK,-1.5179,1.3817,False,Mn
SOXVIM,-1.2242,1.6392,False,Mn
SUDBAU,2.3937,1.7216,False,Mn
SULCMN,2.7046,3.6463,False,Mn
TACNAN,3.3238,3.7453,False,Mn
TADQOH,-1.4558,1.2613,False,Mn
TAFREX,3.3965,2.2316,False,Mn
TAKDEQ,-1.1763,1.4073,False,Mn
TAKZOV,-2.1258,3.3249,False,Mn
TAMDAM,2.9869,3.4153,False,Mn
TAXCED,-1.9166,2.2641,False,Mn
TEBVIH,-1.5726,3.5772,False,Mn
TISYAV,3.4252,3.0192,False,Mn
TIWJOZ,2.1726,3.1479,False,Mn
TIYWIJ,-2.2790,2.1186,False,Mn
TIZJOD,-1.0311,1.3638,False,Mn
TMAFMN,-1.4768,1.9975,False,Mn
TOBGUN,-1.3986,1.7585,False,Mn
TOKRAN,-2.3629,3.5569,False,Mn
TOMSEU,-1.2314,1.8753,False,Mn
TULGAJ,-1.7709,1.8185,False,Mn
TUWHAV,-1.4140,2.3080,False,Mn
UMOXID,2.7256,3.6200,False,Mn
UMOYEA,2.4715,3.0517,False,Mn
VAKBOA,-1.5235,1.4329,False,Mn
VAQDEY,-1.9307,3.6935,False,Mn
VAQFAW,-1.9574,3.5547,False,Mn
VAQGUR,3.5365,4.1665,False,Mn
VARMUW,3.6135,2.9965,False,Mn
VAYBEC,-2.4238,2.9708,False,Mn
VEBFAJ,0.4456,1.1526,True,Mn
VECQEB,2.5944,3.0779,False,Mn
VEFYIR,2.7236,3.1569,False,Mn
VEWTUN,3.2394,3.8276,False,Mn
VIDGIZ,-1.7917,1.2037,False,Mn
VIJTAK,-1.7849,2.0967,False,Mn
VINXUM,-1.4744,0.9078,False,Mn
WAMLEC,-1.3066,0.8764,False,Mn
WEBREA,3.5875,3.2117,False,Mn
WELLII,1.6365,1.0980,False,Mn
WELNEH,-1.2478,3.2331,False,Mn
WIFSEJ,-1.2196,1.2380,False,Mn
WIFSEJ10,-1.2196,1.2380,False,Mn
WIFSOT,-1.2737,1.5126,False,Mn
WIFSOT10,-1.2737,1.5126,False,Mn
WOFSAO,-2.2867,3.6006,False,Mn
WOHBEC,-1.8290,1.7872,False,Mn
WOPVUS,-1.1090,2.1713,False,Mn
WORKAS,-2.1146,3.3317,False,Mn
WULYOT,-2.1054,2.0997,False,Mn
XAMFEZ,2.8223,3.1131,False,Mn
XAXWOI02,-1.8803,3.1088,False,Mn
XIBBOC,-1.3710,2.1747,False,Mn
XIBCIX,-0.8836,0.7037,False,Mn
XIBCOD,-0.8604,0.6292,False,Mn
XIBSEH,-1.1529,1.3879,False,Mn
XIFNUX,-0.8004,0.5892,False,Mn
XIRMOB,-1.2019,-0.0902,False,Mn
XIYPAX,-2.2664,4.2105,False,Mn
XORGUG,2.5363,3.6645,False,Mn
XORHAN,2.7710,3.5146,False,Mn
YIPYII,2.3212,3.7413,False,Mn
YOJYUR,2.2701,3.4828,False,Mn
YONWUT,-2.2897,3.5113,False,Mn
YONXAA,-1.9336,2.4511,False,Mn
YOQDIS,2.0062,2.5219,False,Mn
YOSZEM,-1.9895,1.9389,False,Mn
YUDFOS,3.3293,2.9092,False,Mn
YUYTIX,1.5076,3.3912,False,Mn
YUYTOD,3.4597,3.3642,False,Mn
ZESJIS,-0.2209,1.3726,False,Mn
ZOCDON,4.6118,3.0641,False,Mn
ZOPKOG,2.9224,2.5022,False,Mn
ZZZKBM01,-2.4583,3.0066,False,Mn
ALILAK,0.7382,2.6892,False,Fe
AMZOFE,0.2725,0.6674,True,Fe
ATOFEW,-0.7367,1.6864,False,Fe
AXOTEO,-0.4495,1.0700,False,Fe
BEXXOT,0.5954,1.7492,False,Fe
BEXXOT01,0.5913,1.7481,False,Fe
BOFFIL,-0.1728,0.9885,True,Fe
BOMXAC10,-0.6061,1.2584,False,Fe
BOTHIB,-0.5548,-0.2268,False,Fe
BUBPIX,-0.0647,0.7628,True,Fe
BUPNIK,1.5385,1.6603,False,Fe
CARQUH,-0.2770,1.0236,False,Fe
CORSEK,-1.0981,0.8857,False,Fe
COTQOS,-1.1226,0.9375,False,Fe
CUCWEE,-0.6412,0.7346,False,Fe
DAQTEX,0.3705,1.8413,True,Fe
DAQTUN,0.3884,1.8778,True,Fe
DEDWUE,-0.0515,0.9538,True,Fe
DETTUR01,0.4888,2.6678,True,Fe
DIHZEC,-0.2990,1.6464,False,Fe
DOCRAR,-0.0792,-0.0004,True,Fe
DOMLUN,-0.4867,1.7405,False,Fe
DUCDIP,-0.4804,0.9974,False,Fe
DUHFAN,1.3309,3.0601,False,Fe
DUXGUA,0.0068,1.6080,True,Fe
EBORIW,0.8930,2.4865,False,Fe
ECOPAO,-0.9817,1.3119,False,Fe
EJONEW,1.3970,1.9026,False,Fe
ELITOK,1.6328,1.5090,False,Fe
ESISOQ,-0.0099,0.9890,True,Fe
ETECAI,-0.2215,0.9012,False,Fe
ETECEM,-0.1615,0.8792,True,Fe
ETUSOC01,-0.4194,0.5140,False,Fe
EVIKUR,-0.7199,1.1244,False,Fe
EVILEC,-0.7254,1.2360,False,Fe
EVILOM,-0.7063,1.1236,False,Fe
EYAPUP,-0.1999,0.4690,True,Fe
FAGNAD,0.3013,1.5068,True,Fe
FIHFIO,-0.6573,1.4167,False,Fe
FINQOJ,-0.2383,0.3937,False,Fe
FIWPOS,1.2581,3.1872,False,Fe
FIXDOH,1.2593,3.1875,False,Fe
FOGFIS,0.2239,1.4772,True,Fe
GAKBEC,2.1084,3.7071,False,Fe
GAVDEN,-0.3106,1.0150,False,Fe
GEPPEX,-0.0732,0.6913,True,Fe
GUGDET,-1.0848,1.7239,False,Fe
GUGTOR,-0.3008,1.6075,False,Fe
GUGTUX,-0.3473,1.6693,False,Fe
HIGGOV,-0.1642,1.1095,True,Fe
HIPLIC,-1.1231,1.5393,False,Fe
HIPXOW,0.7773,2.9270,False,Fe
HIWXIX,-0.4617,1.2241,False,Fe
HOFDEN,-1.0737,1.0626,False,Fe
HOQFEZ,1.4778,2.9255,False,Fe
HOTDOL,-0.4075,0.3418,False,Fe
HUWFOV,1.3719,1.9820,False,Fe
IBUVUW,0.5072,1.6389,False,Fe
IFODIR,1.8771,2.1278,False,Fe
IFODIR01,1.8764,2.1297,False,Fe
JACGAY,-0.6404,1.8018,False,Fe
JAFBOI02,0.7359,2.1162,False,Fe
JAFBOI03,0.7366,2.1164,False,Fe
JAFBUO02,0.6942,2.1082,False,Fe
JAFBUO03,0.6944,2.1085,False,Fe
JAFBUO04,0.6944,2.1089,False,Fe
JAFBUO05,0.6948,2.1071,False,Fe
JAFBUO06,0.6939,2.1085,False,Fe
JAFBUO07,0.6931,2.1068,False,Fe
JAFBUO09,0.6927,2.1080,False,Fe
JAFBUO10,0.6939,2.1084,False,Fe
JAFBUO13,0.6934,2.1060,False,Fe
JAFBUO15,0.7268,2.1056,False,Fe
JAFBUO16,0.6942,2.1065,False,Fe
JAFBUO17,0.6940,2.1076,False,Fe
JAFBUO18,0.6946,2.1087,False,Fe
JAFBUO19,0.6939,2.1084,False,Fe
JAFBUO20,0.6943,2.1078,False,Fe
JAFBUO21,0.6939,2.1096,False,Fe
JAFBUO22,0.6939,2.1087,False,Fe
JAFBUO23,0.6951,2.1093,False,Fe
JAFBUO24,0.8108,2.0985,False,Fe
JAFBUO25,0.6937,2.1087,False,Fe
JAFBUO27,0.6928,2.1061,False,Fe
JAFBUO28,0.6936,2.1140,False,Fe
JEHVAT,0.6947,2.7219,False,Fe
JEHVAT01,0.6988,2.7212,False,Fe
KEWXUH,-0.2183,0.7399,False,Fe
KIRROU,-0.1448,0.4169,True,Fe
KOXPIY,-0.0968,0.9704,True,Fe
KULMOT,0.1542,1.1608,True,Fe
LORLOU,-1.0958,1.7270,False,Fe
MABROY,0.7561,3.0939,False,Fe
MAMKIV,0.9206,1.1152,False,Fe
MELHUH,-0.8674,1.1709,False,Fe
MENWUY,-0.2699,1.2882,False,Fe
MENXOT,0.6200,1.9134,False,Fe
METYEQ,-0.5323,1.4341,False,Fe
MOFRAA,0.5481,2.8531,False,Fe
MONTEQ,-0.7422,0.8339,False,Fe
NALSOK,-0.5115,1.6683,False,Fe
NATBIT,0.3019,0.7796,True,Fe
NENQON,0.5394,1.7979,False,Fe
NETGEA,0.5019,2.0761,False,Fe
NETGEA01,0.5359,2.0732,False,Fe
NIKFAO,-0.4094,0.9448,False,Fe
NIVZOK,-0.4555,0.4297,False,Fe
NOYYUX,2.6714,2.5764,False,Fe
NUXSEF,0.6968,3.0378,False,Fe
OFIFIU,0.1313,1.4185,True,Fe
OFUQUB,2.2659,1.2732,False,Fe
OJIVUY,0.4463,1.6435,True,Fe
OQUDOU,0.6991,1.2788,False,Fe
PADJAH,-0.8088,1.2211,False,Fe
PAGYUU,1.6944,2.4133,False,Fe
PAGZIJ,1.5953,1.8618,False,Fe
PEMNUQ,-0.4719,0.7389,False,Fe
PIYYON,-0.3744,1.1447,False,Fe
POFYAL,-0.2542,0.7491,False,Fe
POQXEB,-0.6113,1.1265,False,Fe
POQXOL,-0.3745,1.2209,False,Fe
PUXREG,-1.0346,0.5048,False,Fe
QATRAE,1.1206,1.7557,False,Fe
QAXQUD,1.0743,3.1108,False,Fe
QAXQUD01,0.6867,3.1111,False,Fe
QAXQUD02,1.0765,3.1107,False,Fe
QAXQUD03,1.0766,3.1165,False,Fe
QAXQUD04,1.0745,3.1168,False,Fe
QEFDOW,-0.5665,1.3424,False,Fe
QEFFAK,-0.1999,1.0774,True,Fe
QEFFOY,-0.3556,1.1434,False,Fe
QEQTUE,0.6452,1.5412,False,Fe
QOBGIZ,-0.4119,1.0372,False,Fe
QUWGUM,-0.3023,1.0988,False,Fe
RONXEX,-0.1275,1.4711,True,Fe
RUKLOY,95.9133,0.1168,False,Fe
SAXCIG,-0.9056,1.3841,False,Fe
SEFXOR,-0.5957,1.8370,False,Fe
SEMREK,-0.4383,0.4172,False,Fe
SIWVAV,-1.7432,1.3022,False,Fe
SOSGEN03,0.5114,1.6080,False,Fe
SUJREU,-1.6244,0.4082,False,Fe
TAMSUY,0.6131,0.3326,False,Fe
TARJON,-0.5218,0.8865,False,Fe
TOBMON,-1.0444,1.6383,False,Fe
TORMIZ,-0.4418,1.5620,False,Fe
TUNKAP,-0.3226,0.8940,False,Fe
TUYPUA,-0.1510,1.0249,True,Fe
UCIVEH,-0.1931,1.0538,True,Fe
UYAQUI,-0.6461,2.1230,False,Fe
VILRIT,-1.0391,1.7287,False,Fe
WAMNEE,-0.3016,0.4209,False,Fe
WAZNET,0.2376,0.6543,True,Fe
WEHHAU,2.6428,3.0838,False,Fe
WEWQOH,-0.5891,0.8970,False,Fe
WIWBEK,-0.4936,0.9207,False,Fe
WODKAB,-0.1443,0.6236,True,Fe
WODKEF,-0.3220,1.0698,False,Fe
XEFPEF,0.4947,0.9434,True,Fe
XEFPEF01,0.4876,0.9538,True,Fe
XEFPEF02,0.7988,0.9496,False,Fe
XEFPEF03,0.4562,0.9412,True,Fe
YEQKUD,0.1896,2.5048,True,Fe
YEQPEQ,1.5792,2.1778,False,Fe
YIJQIT,-0.2427,1.1240,False,Fe
YUPGUM,-0.3765,0.2321,False,Fe
YUZYAV01,-0.4714,1.1224,False,Fe
ZEWVIJ,3.5954,3.2644,False,Fe
ZUNYIQ,-0.5210,0.4112,False,Fe
GOXSET,0.3761,0.1632,True,Fe
IKUNOT,0.0000,0.7204,True,Fe
JAFBUO08,0.7480,2.1078,False,Fe
JAFBUO11,0.7444,2.1059,False,Fe
JAFBUO12,0.7280,2.0993,False,Fe
JAFBUO14,0.7359,2.1081,False,Fe
JAFBUO26,0.7226,2.1054,False,Fe
ACEYOW,0.8681,2.8624,False,Fe
ACEYOW01,0.8682,2.8645,False,Fe
ARISAW,1.1922,2.6038,False,Fe
BADXAG,0.1481,2.7129,True,Fe
BADYIP,1.3207,1.7007,False,Fe
BADYUB,1.3168,1.5715,False,Fe
BAKKIJ,1.3050,2.6725,False,Fe
BAYDOV,0.2818,0.2756,True,Fe
BAZZEG,3.0127,3.3309,False,Fe
BEGWUI,1.3779,2.8466,False,Fe
BEPBUT,1.6013,2.0033,False,Fe
BIPTOJ,1.1393,2.8303,False,Fe
BIPZEF,1.5093,2.5307,False,Fe
BONMAV,2.3133,3.4561,False,Fe
BOYFIG,1.1979,1.4370,False,Fe
BUCZOO,1.1175,2.6819,False,Fe
BUKPAA,1.0391,3.2610,False,Fe
BUXHOR,1.2114,3.1480,False,Fe
BZTBFE,3.1990,2.3093,False,Fe
CARQUH01,-0.2776,1.0220,False,Fe
CAZZEJ,1.4309,2.3429,False,Fe
CETFAI,-0.4632,1.5148,False,Fe
CILMIV,1.4325,1.6830,False,Fe
CIMBUW,1.5638,3.1497,False,Fe
CIPQAU,3.3725,3.4890,False,Fe
CITCUD,1.8746,0.1614,False,Fe
COSDFE,1.8755,2.3373,False,Fe
CPCIFE01,1.0362,2.6907,False,Fe
DAPCOM,-0.3031,1.2017,False,Fe
DAQSUM,0.3298,1.8300,True,Fe
DAQTAT,0.4115,1.7450,True,Fe
DAQTOH,-1.5872,1.9125,False,Fe
DEXNEC,0.3953,2.4501,True,Fe
DEZMIF,-0.5899,0.0788,False,Fe
DIJDOS,-1.0169,1.1882,False,Fe
DIJLIU,1.2952,3.3408,False,Fe
DIJLOA,1.4605,3.2649,False,Fe
DOFGAH,-1.1478,0.7666,False,Fe
DOSSAF,2.5443,3.5098,False,Fe
DUFYAG,1.2710,1.7639,False,Fe
DUGCOY,1.4087,3.2536,False,Fe
DULSAE,2.7483,3.6704,False,Fe
DULSAE10,2.7499,3.6732,False,Fe
DULYEQ01,-0.4285,1.0994,False,Fe
EADBIU,1.4855,2.1877,False,Fe
EBAGUK,1.4812,3.3037,False,Fe
EBAKAV,2.2029,2.4121,False,Fe
EBAKID,2.0117,2.6721,False,Fe
EBAKOJ,1.6658,1.6300,False,Fe
EBAKUP,1.8357,1.6235,False,Fe
EBTFEC,3.2770,2.3156,False,Fe
ECOPES,-0.9745,1.3449,False,Fe
EDIFEF,0.8420,1.5366,False,Fe
EDURIG,3.4321,-0.1154,False,Fe
EFAMUU,1.3954,3.1675,False,Fe
EHABAQ,2.5064,3.3055,False,Fe
EHEJIL,3.3033,3.5740,False,Fe
EMOYIP,1.4799,2.9029,False,Fe
ENEZAY,1.3709,3.1170,False,Fe
ENOZOY,2.0132,2.6229,False,Fe
ETAFAI,-0.7060,0.6246,False,Fe
FAJFUS,-1.1874,1.0829,False,Fe
FIXMEG,2.2170,2.0585,False,Fe
FIXSAH,-0.1818,1.3073,True,Fe
FOVNOV,1.4455,1.7631,False,Fe
FUVPUI01,0.1265,0.0066,True,Fe
GAYZEL,-0.5450,0.4337,False,Fe
GEQTUS,-1.6316,1.2569,False,Fe
GIYXES,1.3821,2.3474,False,Fe
GIYXIW,1.3676,2.1844,False,Fe
GOCSIA,-0.3260,1.4983,False,Fe
GOCSIA01,-0.0512,0.5505,True,Fe
GOGDUC,0.1560,1.2399,True,Fe
GOJFIU,1.6523,2.3791,False,Fe
GOQYAO,-0.2069,1.4565,False,Fe
GUZBUA,0.5586,1.0180,False,Fe
GUZFUD,3.3310,1.5554,False,Fe
HAGCEY,1.9254,3.0022,False,Fe
HAKDOO,-0.4243,0.9123,False,Fe
HAMGAE,1.4241,3.0930,False,Fe
HEBJAC,1.3558,2.7212,False,Fe
HEYNEE,0.1711,2.3497,True,Fe
HISCER,1.5185,0.0960,False,Fe
HISFAS,1.4731,2.8325,False,Fe
HOKYEO,1.4303,2.8050,False,Fe
HOVHEH,1.4823,2.6080,False,Fe
HOXXEX,-0.6954,1.0431,False,Fe
HOYHIM,1.4120,1.8415,False,Fe
HUKXAM,1.4015,2.8718,False,Fe
HUXJIT,1.4556,3.3145,False,Fe
ISIBIW,-0.9486,0.7066,False,Fe
ITIGAU,3.1585,2.5268,False,Fe
IVEVIQ,3.0353,3.4177,False,Fe
IXIFAW,-0.1666,1.2208,True,Fe
JALYOK,3.2056,2.1027,False,Fe
JALYOK10,3.2056,2.1027,False,Fe
JATTEE,1.4002,3.0729,False,Fe
JATZIQ,0.1654,2.7318,True,Fe
JAVHIY,0.2852,2.5755,True,Fe
JAYYEO,1.3849,3.0724,False,Fe
JOHXEK,0.4906,1.9467,True,Fe
KAPHUG,-0.5100,1.1327,False,Fe
KELXUU,-1.0251,1.0532,False,Fe
KISCUK,2.6638,2.6784,False,Fe
LEHTEY,0.5284,3.0110,False,Fe
LEKJUH,1.2133,2.3274,False,Fe
LELGAN,-0.3555,1.5308,False,Fe
LIBBIJ,2.5745,2.6914,False,Fe
LIWKOR01,0.2738,0.6072,True,Fe
LOKXEQ,1.3793,3.1907,False,Fe
LOLKOO,2.5782,2.6987,False,Fe
LOPHED,1.4048,1.3513,False,Fe
LOPLUX,2.2615,1.4178,False,Fe
LUCZIS,1.4097,0.3058,False,Fe
LUTTUR,1.3086,2.7937,False,Fe
MEDOFE,4.7337,3.8910,False,Fe
MEDOFE10,4.6640,3.8901,False,Fe
METGIB,-1.1454,1.2285,False,Fe
MIDBUY,-0.6509,1.3793,False,Fe
MIDJOY,0.7790,1.6463,False,Fe
MIPGAT,1.4455,3.2568,False,Fe
MIPGIB,1.4473,3.2547,False,Fe
MISQEM,3.7928,3.2095,False,Fe
MIZKAH,4.1941,2.9736,False,Fe
MTCBFE,-0.5446,1.5245,False,Fe
MUDVAI,-0.4747,0.5044,False,Fe
MULWUN,1.7667,2.5313,False,Fe
MURFAH,-0.7893,-0.4858,False,Fe
NALRUN,1.0399,0.8065,False,Fe
NAQVOQ,1.9654,2.4853,False,Fe
NATKEY,-1.1292,1.4546,False,Fe
NEDKOZ,4.0847,3.5520,False,Fe
NICSAW,-0.9579,-0.1414,False,Fe
NOBYOU,-0.3527,1.2533,False,Fe
NPTTHF,2.9504,1.7319,False,Fe
NUHPEN,0.3271,2.6214,True,Fe
OBIBAE,1.0257,2.5919,False,Fe
OFANER,-0.4296,1.3932,False,Fe
OGUNEM,1.3596,3.0105,False,Fe
